time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-04-28	4148083	4141829	4153241	743923	742801	744848	698578	697525	699447	652087	651104	652898	594731	593835	595471	534927	534121	535592	416057	415430	416574	271726	271317	272064	151720	151491	151909	84333	84206	84438	4148083	4141829	4153241	65	52	81	0	0	0	1	1	1	1	1	2	2	2	2	5	4	6	8	6	10	16	12	19	16	13	20	17	13	21	65	52	81	73	60	87	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	6	5	7	16	13	19	21	17	25	26	22	31	73	60	87	2419	1864	3123	434	334	560	407	314	526	380	293	491	347	267	448	312	240	403	243	187	313	158	122	205	88	68	114	49	38	64	2419	1864	3123	7100	5615	8945	1273	1007	1604	1196	946	1506	1116	883	1406	1018	805	1282	916	724	1153	712	563	897	465	368	586	260	205	327	144	114	182	7100	5615	8945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19290	16169	23000	3451	2886	4122	3240	2709	3870	3023	2528	3612	2756	2305	3292	2473	2069	2955	2132	1819	2504	1223	1024	1461	656	549	783	336	281	400	19290	16169	23000	145	123	171	0	0	0	0	0	1	1	1	1	2	1	2	5	5	6	13	11	15	31	26	37	42	35	49	52	44	61	145	123	171	402	337	480	2	1	2	5	4	6	9	8	11	12	10	15	30	25	36	54	46	63	95	79	113	99	82	118	98	82	117	402	337	480	33	29	38	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	6	5	7	10	9	12	13	11	15	33	29	38
2020-04-29	4146830	4140200	4152282	743698	742509	744676	698367	697250	699285	651890	650848	652747	594552	593601	595333	534766	533911	535469	415931	415266	416478	271644	271210	272001	151674	151432	151873	84308	84173	84418	4146830	4140200	4152282	67	54	84	0	0	0	1	1	1	1	1	2	2	2	2	5	4	6	8	6	10	16	13	20	17	13	21	17	14	21	67	54	84	76	63	92	0	0	0	0	0	0	0	0	1	1	1	1	3	2	3	6	5	7	16	13	20	22	18	27	27	23	33	76	63	92	2479	1903	3213	445	341	576	417	320	541	390	299	505	355	273	461	320	245	414	249	191	322	162	125	210	91	70	118	50	39	65	2479	1903	3213	7278	5733	9203	1305	1028	1650	1226	965	1550	1144	901	1447	1043	822	1319	939	739	1187	730	575	923	477	376	603	266	210	337	148	117	187	7278	5733	9203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20309	16974	24286	3635	3031	4355	3413	2846	4089	3185	2656	3815	2903	2421	3478	2605	2173	3121	2234	1899	2633	1289	1075	1544	692	577	828	354	295	423	20309	16974	24286	154	130	182	0	0	0	0	0	1	1	1	1	2	1	2	6	5	7	13	11	15	33	28	39	44	37	52	55	46	65	154	130	182	424	354	506	2	2	2	5	4	6	10	8	11	13	11	16	31	26	38	56	48	66	100	83	119	104	87	124	103	86	123	424	354	506	36	31	41	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	7	6	8	11	10	13	14	12	16	36	31	41
2020-04-30	4145546	4138524	4151303	743468	742208	744500	698151	696968	699120	651688	650585	652593	594368	593361	595193	534600	533695	535343	415803	415098	416380	271560	271100	271937	151627	151370	151838	84282	84139	84399	4145546	4138524	4151303	69	55	87	0	0	0	1	1	1	1	1	2	2	2	3	5	4	6	8	6	10	16	13	21	17	14	22	18	14	22	69	55	87	79	65	96	0	0	0	0	0	0	0	0	1	1	1	1	3	2	4	6	5	7	17	14	21	23	19	28	29	23	35	79	65	96	2540	1943	3304	456	348	593	428	327	556	399	305	519	364	279	474	328	251	426	255	195	331	166	127	216	93	71	121	52	39	67	2540	1943	3304	7460	5854	9468	1338	1050	1698	1256	986	1595	1173	920	1488	1070	839	1357	962	755	1221	748	587	950	489	383	620	273	214	346	152	119	192	7460	5854	9468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21354	17796	25609	3824	3180	4594	3590	2985	4313	3350	2786	4025	3054	2540	3669	2741	2279	3293	2339	1982	2766	1356	1128	1629	728	606	874	373	310	447	21354	17796	25609	162	137	193	0	0	0	0	0	1	1	1	1	2	2	2	6	5	7	14	12	16	35	29	41	47	39	56	58	49	69	162	137	193	445	371	534	2	2	2	5	4	6	10	8	12	14	11	17	33	27	40	59	50	70	105	87	126	109	91	131	108	90	130	445	371	534	38	33	44	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	7	6	8	12	10	14	15	13	17	38	33	44
2020-05-01	4144230	4136801	4150304	743232	741899	744321	697929	696678	698952	651482	650314	652436	594179	593114	595050	534430	533472	535214	415671	414925	416280	271474	270987	271872	151579	151307	151801	84255	84104	84378	4144230	4136801	4150304	71	57	89	0	0	0	1	1	1	1	1	2	2	2	3	5	4	6	8	7	10	17	13	21	18	14	22	18	15	23	71	57	89	82	68	100	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	6	5	8	18	14	22	24	20	29	30	24	36	82	68	100	2603	1983	3398	467	356	609	438	334	572	409	312	534	373	284	487	336	256	438	261	199	341	170	130	223	95	73	124	53	40	69	2603	1983	3398	7646	5977	9741	1371	1072	1747	1288	1007	1640	1202	940	1531	1096	857	1397	986	771	1256	767	600	977	501	392	638	280	219	356	155	122	198	7646	5977	9741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22425	18635	26971	4017	3331	4840	3772	3127	4544	3520	2918	4240	3209	2661	3866	2880	2388	3469	2447	2066	2903	1425	1182	1716	765	635	921	392	325	471	22425	18635	26971	172	144	204	0	0	0	1	0	1	1	1	1	2	2	2	6	5	8	15	12	17	37	31	44	49	41	59	61	51	73	172	144	204	468	389	562	2	2	2	6	5	7	11	9	13	14	12	17	35	29	42	62	52	73	110	91	133	115	95	138	114	94	137	468	389	562	41	35	48	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	8	6	9	13	11	15	16	13	18	41	35	48
2020-05-02	4142882	4135029	4149284	742990	741582	744138	697702	696380	698780	651270	650035	652276	593986	592860	594904	534257	533244	535082	415535	414748	416178	271386	270871	271805	151530	151242	151764	84227	84068	84358	4142882	4135029	4149284	73	58	92	0	0	0	1	1	1	2	1	2	2	2	3	5	4	7	9	7	11	17	14	22	18	15	23	19	15	24	73	58	92	86	70	105	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	7	5	8	18	15	22	25	20	30	31	25	38	86	70	105	2667	2024	3495	478	363	627	449	341	589	419	318	549	382	290	501	344	261	451	267	203	351	175	133	229	98	74	128	54	41	71	2667	2024	3495	7836	6102	10021	1405	1094	1797	1320	1028	1688	1232	959	1575	1124	875	1437	1011	787	1292	786	612	1005	513	400	656	287	223	367	159	124	204	7836	6102	10021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23523	19491	28372	4216	3486	5093	3958	3273	4782	3693	3054	4462	3367	2784	4068	3022	2499	3651	2557	2152	3044	1496	1238	1807	803	665	969	411	341	496	23523	19491	28372	181	151	216	0	0	0	1	0	1	1	1	1	2	2	2	7	6	8	15	13	18	39	32	46	52	43	62	65	54	77	181	151	216	490	406	591	2	2	3	6	5	7	11	9	13	15	13	18	36	30	44	64	54	77	115	96	140	120	100	145	119	99	144	490	406	591	44	37	51	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	8	7	9	14	12	16	17	14	20	44	37	51
2020-05-03	4141502	4133207	4148243	742742	741255	743951	697470	696073	698605	651053	649749	652112	593788	592599	594754	534079	533009	534948	415397	414565	416073	271295	270752	271737	151479	151176	151726	84199	84031	84336	4141502	4133207	4148243	75	59	95	0	0	0	1	1	1	2	1	2	2	2	3	5	4	7	9	7	11	18	14	23	19	15	24	19	15	24	75	59	95	89	73	109	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	7	6	8	19	16	23	26	21	32	32	26	39	89	73	109	2732	2066	3594	490	371	644	460	348	605	430	325	565	392	296	515	352	266	463	274	207	360	179	135	235	100	76	131	56	42	73	2732	2066	3594	8031	6230	10308	1440	1117	1849	1352	1049	1736	1262	979	1620	1151	893	1478	1036	803	1329	806	625	1034	526	408	675	294	228	377	163	127	210	8031	6230	10308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24648	20366	29813	4419	3644	5354	4149	3421	5026	3871	3192	4690	3529	2910	4276	3168	2612	3838	2670	2240	3189	1569	1294	1899	842	695	1019	431	356	522	24648	20366	29813	190	159	228	0	0	0	1	0	1	1	1	1	2	2	3	7	6	8	16	14	19	41	34	49	55	46	66	68	57	82	190	159	228	514	425	621	2	2	3	6	5	8	12	10	14	16	13	19	38	31	46	67	56	80	121	100	147	126	104	153	125	103	152	514	425	621	46	40	55	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	3	4	9	7	10	14	12	17	18	15	21	46	40	55
2020-05-04	4140087	4131335	4147181	742489	740919	743761	697231	695757	698426	650830	649454	651945	593585	592330	594602	533896	532767	534811	415255	414377	415967	271203	270629	271667	151427	151107	151687	84171	83993	84315	4140087	4131335	4147181	77	61	98	0	0	0	1	1	1	2	1	2	2	2	3	6	4	7	9	7	11	18	14	23	19	15	25	20	16	25	77	61	98	93	75	114	0	0	0	0	0	0	1	0	1	1	1	1	3	3	4	7	6	9	20	16	24	27	22	33	33	27	41	93	75	114	2799	2109	3695	502	378	663	471	355	622	440	332	581	401	302	530	361	272	477	281	212	371	183	138	242	102	77	135	57	43	75	2799	2109	3695	8230	6360	10603	1476	1141	1902	1386	1071	1786	1294	1000	1667	1180	912	1520	1061	820	1367	826	638	1064	539	417	695	301	233	388	167	129	216	8230	6360	10603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25801	21259	31295	4627	3805	5621	4344	3572	5278	4054	3334	4925	3696	3039	4490	3317	2728	4030	2786	2330	3337	1643	1352	1995	882	726	1071	452	372	549	25801	21259	31295	200	167	241	0	0	0	1	0	1	1	1	1	2	2	3	7	6	9	17	14	20	43	35	51	58	48	69	72	60	86	200	167	241	538	443	652	2	2	3	7	5	8	12	10	15	17	14	20	40	33	49	70	59	84	127	104	154	132	109	161	131	108	159	538	443	652	49	42	58	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	3	4	9	8	11	15	13	18	19	16	23	49	42	58
2020-05-05	4138638	4129409	4146097	742229	740574	743567	696987	695433	698244	650603	649152	651775	593377	592054	594447	533709	532519	534671	415110	414184	415858	271108	270503	271596	151374	151037	151647	84141	83953	84293	4138638	4129409	4146097	79	62	101	0	0	0	1	1	1	2	1	2	2	2	3	6	4	7	9	7	12	19	15	24	20	16	25	20	16	26	79	62	101	96	78	118	0	0	0	0	0	0	1	0	1	1	1	1	4	3	4	7	6	9	21	17	25	28	22	34	35	28	43	96	78	118	2868	2153	3799	514	386	681	483	363	640	451	338	597	411	309	545	370	278	490	288	216	381	188	141	249	105	79	139	58	44	77	2868	2153	3799	8434	6493	10906	1513	1164	1956	1420	1094	1837	1326	1021	1714	1209	931	1564	1088	837	1406	846	651	1094	552	425	714	308	237	399	171	132	222	8434	6493	10906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26983	22170	32820	4841	3970	5897	4545	3727	5536	4241	3478	5166	3866	3171	4710	3470	2846	4227	2905	2422	3491	1719	1410	2093	923	758	1124	473	389	576	26983	22170	32820	211	175	254	0	0	0	1	1	1	1	1	1	2	2	3	8	6	9	17	15	21	45	37	54	61	50	73	75	63	91	211	175	254	562	462	684	2	2	3	7	6	8	13	10	16	17	14	21	42	34	51	73	61	88	133	109	162	138	113	168	137	113	167	562	462	684	53	44	62	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	4	5	10	8	12	16	14	19	20	17	24	53	44	62
2020-05-06	4137154	4127431	4144991	741963	740219	743368	696738	695100	698057	650369	648841	651601	593164	591770	594288	533518	532264	534529	414961	413986	415747	271010	270373	271524	151320	150965	151607	84111	83913	84270	4137154	4127431	4144991	81	64	104	0	0	0	1	1	1	2	1	2	2	2	3	6	5	7	10	7	12	19	15	25	20	16	26	21	16	27	81	64	104	99	80	123	0	0	0	0	0	0	1	0	1	1	1	1	4	3	5	8	6	9	21	17	26	29	23	36	36	29	45	99	80	123	2938	2197	3906	527	394	701	495	370	658	462	345	614	421	315	560	379	283	504	295	220	392	192	144	256	107	80	143	60	45	79	2938	2197	3906	8643	6629	11217	1550	1189	2012	1456	1116	1889	1359	1042	1763	1239	950	1608	1115	855	1447	867	665	1125	566	434	735	316	242	410	176	135	228	8643	6629	11217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28194	23101	34389	5059	4138	6180	4750	3885	5802	4433	3625	5415	4041	3305	4936	3627	2967	4431	3026	2515	3648	1797	1470	2194	965	790	1178	495	405	604	28194	23101	34389	221	183	267	0	0	0	1	1	1	1	1	1	3	2	3	8	7	10	18	15	22	47	39	57	64	53	77	79	66	96	221	183	267	587	481	716	3	2	3	7	6	9	13	11	16	18	15	22	44	36	53	76	63	92	139	113	169	144	118	176	143	117	175	587	481	716	56	47	66	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	4	5	10	9	12	17	15	21	22	18	26	56	47	66
2020-05-07	4135635	4125397	4143862	741690	739854	743166	696482	694757	697867	650130	648521	651424	592947	591479	594126	533322	532002	534383	414809	413782	415634	270911	270240	271450	151265	150890	151566	84080	83872	84247	4135635	4125397	4143862	84	65	107	0	0	0	1	1	1	2	1	2	2	2	3	6	5	8	10	8	13	20	15	26	21	16	27	22	17	28	84	65	107	103	83	128	0	0	0	0	0	0	1	0	1	1	1	1	4	3	5	8	6	10	22	18	27	30	24	37	37	30	46	103	83	128	3010	2242	4015	540	402	720	507	378	676	473	352	631	432	321	576	388	289	518	302	225	403	197	147	263	110	82	147	61	46	82	3010	2242	4015	8856	6767	11536	1588	1214	2069	1491	1140	1943	1392	1064	1813	1270	970	1654	1142	873	1488	888	679	1157	580	443	756	324	247	422	180	138	235	8856	6767	11536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29435	24051	36002	5283	4309	6472	4960	4046	6076	4629	3776	5670	4220	3442	5169	3788	3090	4640	3151	2610	3810	1877	1532	2298	1008	823	1234	517	423	633	29435	24051	36002	232	191	281	0	0	0	1	1	1	1	1	2	3	2	3	9	7	10	19	16	23	49	41	60	67	55	81	83	69	101	232	191	281	613	501	750	3	2	3	7	6	9	14	11	17	19	16	23	46	37	56	79	66	96	145	118	177	151	123	185	150	122	183	613	501	750	59	50	70	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	4	4	5	11	9	13	18	16	22	23	19	27	59	50	70
2020-05-08	4134078	4123306	4142711	741411	739479	742959	696219	694405	697673	649886	648192	651243	592723	591179	593961	533121	531732	534235	414652	413572	415518	270809	270103	271374	151208	150814	151523	84048	83829	84224	4134078	4123306	4142711	86	66	110	0	0	0	1	1	1	2	1	2	3	2	3	6	5	8	10	8	13	20	16	26	22	17	28	22	17	28	86	66	110	106	85	133	0	0	0	0	0	0	1	0	1	1	1	2	4	3	5	8	7	10	23	18	28	31	25	38	39	31	48	106	85	133	3083	2288	4128	553	410	740	519	385	695	485	360	649	442	328	592	398	295	532	309	230	414	202	150	270	113	84	151	63	47	84	3083	2288	4128	9074	6907	11863	1627	1239	2128	1528	1163	1998	1427	1086	1865	1301	990	1701	1170	891	1530	910	693	1190	594	452	777	332	253	434	184	140	241	9074	6907	11863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30706	25021	37661	5513	4485	6771	5176	4210	6357	4830	3929	5933	4404	3582	5409	3953	3216	4855	3279	2708	3977	1959	1594	2405	1053	857	1292	540	440	662	30706	25021	37661	243	200	295	0	0	0	1	1	1	1	1	2	3	2	3	9	7	11	20	17	24	52	43	63	70	57	85	87	72	106	243	200	295	640	521	784	3	2	3	8	6	10	14	12	18	20	16	24	48	39	58	83	68	100	151	123	186	157	128	193	156	127	192	640	521	784	62	53	74	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	5	4	6	12	10	14	20	16	23	24	20	29	62	53	74
2020-05-09	4132484	4121158	4141536	741125	739094	742748	695951	694044	697475	649635	647855	651058	592495	590871	593793	532916	531455	534083	414493	413356	415400	270704	269962	271297	151149	150735	151480	84016	83786	84200	4132484	4121158	4141536	88	68	114	0	0	0	1	1	1	2	1	2	3	2	3	6	5	8	10	8	13	21	16	27	22	17	29	23	18	29	88	68	114	110	88	137	0	0	0	0	0	0	1	0	1	1	1	2	4	3	5	8	7	10	24	19	29	32	25	40	40	32	50	110	88	137	3158	2335	4243	566	419	761	532	393	715	496	367	667	453	335	608	407	301	547	317	234	426	207	153	278	115	85	155	64	47	86	3158	2335	4243	9298	7051	12199	1667	1264	2188	1566	1187	2054	1462	1108	1918	1333	1011	1749	1199	909	1573	933	707	1224	609	462	799	340	258	446	189	143	248	9298	7051	12199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32009	26011	39367	5748	4663	7080	5397	4378	6647	5036	4086	6203	4592	3725	5655	4122	3344	5076	3410	2807	4148	2043	1658	2515	1098	891	1351	563	458	693	32009	26011	39367	254	208	309	0	0	0	1	1	1	1	1	2	3	2	4	9	8	11	21	17	25	54	44	66	73	60	89	91	75	111	254	208	309	667	542	820	3	2	4	8	7	10	15	12	19	21	17	25	50	40	61	86	71	104	157	128	194	164	133	202	163	132	201	667	542	820	66	55	79	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	5	4	6	12	10	15	21	17	25	26	21	31	66	55	79
